TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureAvgInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches
96,86.0,76,74.0,71.0,68.0,94.0,68.0,42.0,30.01,10.0,9.0,8.0,8.0,11.0,14.0,0.0
97,86.0,75,75.0,70.5,66.0,94.0,66.0,38.0,30.0,10.0,8.0,6.0,7.0,10.5,14.0,0.0
94,84.0,74,77.0,72.5,68.0,94.0,70.0,46.0,29.99,10.0,6.0,2.0,8.0,10.0,12.0,0.09
96,85.5,75,73.0,69.5,66.0,87.0,63.0,39.0,29.96,10.0,10.0,10.0,12.0,15.0,18.0,0.0
98,87.0,76,74.0,70.5,67.0,94.0,66.0,38.0,29.95,10.0,9.0,8.0,15.0,20.0,25.0,0.0
98,86.5,75,74.0,69.5,65.0,94.0,63.5,33.0,30.0,10.0,9.5,9.0,13.0,17.5,22.0,0.0
99,86.5,74,73.0,68.0,63.0,93.0,62.0,31.0,30.05,10.0,9.0,8.0,9.0,12.0,15.0,0.0
97,86.5,76,72.0,69.0,66.0,87.0,62.5,38.0,30.03,10.0,10.0,10.0,13.0,18.0,23.0,0.0
96,86.0,76,72.0,66.0,60.0,87.0,60.0,33.0,29.97,10.0,10.0,10.0,14.0,18.0,22.0,0.0
97,87.0,77,73.0,68.5,64.0,85.0,63.5,42.0,29.94,10.0,10.0,10.0,13.0,16.0,19.0,0.0
91,82.0,73,67.0,65.5,64.0,74.0,59.0,44.0,29.98,10.0,10.0,10.0,12.0,15.0,18.0,0.0
90,79.0,68,68.0,66.0,64.0,93.0,69.5,46.0,30.02,10.0,10.0,10.0,10.0,14.0,18.0,0.0
94,82.5,71,69.0,67.0,65.0,84.0,61.5,39.0,30.0,10.0,9.5,9.0,13.0,16.0,19.0,0.0
94,83.0,72,72.0,68.5,65.0,87.0,65.5,44.0,29.98,10.0,8.5,7.0,13.0,16.5,20.0,0.0
97,85.0,73,71.0,67.5,64.0,87.0,61.0,35.0,29.99,10.0,9.0,8.0,13.0,17.5,22.0,0.0
99,87.5,76,73.0,67.0,61.0,94.0,63.5,33.0,29.96,10.0,9.5,9.0,13.0,16.5,20.0,0.0
102,89.5,77,74.0,68.5,63.0,88.0,58.5,29.0,29.9,10.0,7.5,5.0,13.0,19.0,25.0,0.0
102,89.0,76,75.0,68.5,62.0,91.0,60.0,29.0,29.89,10.0,10.0,10.0,13.0,17.5,22.0,0.0
100,88.5,77,74.0,68.0,62.0,88.0,59.5,31.0,29.94,10.0,10.0,10.0,13.0,15.5,18.0,0.0
101,89.0,77,74.0,67.5,61.0,88.0,57.5,27.0,29.96,10.0,10.0,10.0,13.0,16.0,19.0,0.0
102,89.0,76,75.0,70.5,66.0,91.0,62.0,33.0,30.0,10.0,6.0,2.0,13.0,18.0,23.0,0.05
100,86.5,73,73.0,63.0,53.0,94.0,61.5,29.0,29.99,10.0,10.0,10.0,12.0,14.5,17.0,0.0
97,83.0,69,60.0,55.5,51.0,66.0,45.0,24.0,30.01,10.0,10.0,10.0,12.0,16.0,20.0,0.0
98,84.0,70,68.0,62.0,56.0,73.0,50.0,27.0,29.97,10.0,10.0,10.0,9.0,12.5,16.0,0.0
101,88.0,75,74.0,67.0,60.0,88.0,57.5,27.0,29.95,10.0,10.0,10.0,13.0,16.0,19.0,0.0
104,90.5,77,74.0,67.0,60.0,88.0,56.5,25.0,29.88,10.0,10.0,10.0,14.0,19.0,24.0,0.0
101,90.0,79,74.0,66.5,59.0,85.0,56.0,27.0,29.92,10.0,10.0,10.0,16.0,20.0,24.0,0.0
102,90.0,78,75.0,69.5,64.0,85.0,59.0,33.0,29.9,10.0,9.5,9.0,15.0,19.5,24.0,0.0
96,86.5,77,72.0,67.0,62.0,76.0,55.0,34.0,29.87,10.0,9.5,9.0,16.0,20.5,25.0,0.0
102,90.0,78,75.0,69.0,63.0,85.0,57.0,29.0,29.92,10.0,9.0,8.0,17.0,23.0,29.0,0.0
103,91.5,80,75.0,68.0,61.0,85.0,55.0,25.0,29.98,10.0,10.0,10.0,17.0,22.0,27.0,0.0
103,91.0,79,74.0,66.5,59.0,85.0,55.0,25.0,29.99,10.0,10.0,10.0,15.0,19.0,23.0,0.0
101,88.0,75,73.0,67.5,62.0,94.0,61.5,29.0,29.94,10.0,9.5,9.0,14.0,17.5,21.0,0.0
101,89.0,77,74.0,68.0,62.0,88.0,58.5,29.0,29.9,10.0,10.0,10.0,13.0,15.5,18.0,0.0
101,88.5,76,73.0,66.5,60.0,88.0,58.5,29.0,29.9,10.0,10.0,10.0,10.0,12.5,15.0,0.0
101,89.0,77,71.0,66.5,62.0,71.0,52.0,33.0,29.93,10.0,9.0,8.0,14.0,18.5,23.0,0.0
98,87.0,76,72.0,64.0,56.0,87.0,58.0,29.0,29.96,10.0,10.0,10.0,10.0,13.5,17.0,0.0
99,87.5,76,73.0,70.5,68.0,82.0,61.0,40.0,29.89,10.0,10.0,10.0,17.0,21.5,26.0,0.0
96,86.5,77,75.0,71.0,67.0,88.0,63.5,39.0,29.87,10.0,6.0,2.0,15.0,19.0,23.0,0.07
95,84.5,74,73.0,69.5,66.0,94.0,69.0,44.0,29.91,10.0,10.0,10.0,13.0,18.5,24.0,0.0
99,86.5,74,73.0,70.5,68.0,94.0,68.0,42.0,29.93,10.0,10.0,10.0,15.0,20.5,26.0,0.0
101,89.5,78,75.0,70.0,65.0,91.0,62.0,33.0,29.9,10.0,8.5,7.0,15.0,20.0,25.0,0.0
98,88.0,78,75.0,71.5,68.0,91.0,65.5,40.0,29.91,10.0,10.0,10.0,17.0,24.5,32.0,0.01
100,88.0,76,74.0,68.0,62.0,88.0,60.5,33.0,29.95,10.0,10.0,10.0,17.0,21.5,26.0,0.0
99,86.0,73,77.0,72.0,67.0,91.0,64.5,38.0,30.0,10.0,5.0,0.0,28.0,32.5,37.0,0.98
97,87.0,77,75.0,70.0,65.0,91.0,63.0,35.0,30.02,10.0,10.0,10.0,13.0,17.0,21.0,0.02
97,85.5,74,75.0,70.5,66.0,94.0,66.5,39.0,30.01,10.0,6.0,2.0,13.0,16.5,20.0,0.19
89,81.5,74,74.0,71.5,69.0,100.0,77.5,55.0,30.04,10.0,6.0,2.0,8.0,10.5,13.0,0.22
96,84.0,72,71.0,68.5,66.0,100.0,69.5,39.0,29.97,10.0,9.0,8.0,12.0,13.5,15.0,0.0
97,85.5,74,73.0,69.0,65.0,87.0,62.5,38.0,29.9,10.0,10.0,10.0,13.0,16.5,20.0,0.0
99,88.0,77,73.0,69.5,66.0,88.0,63.0,38.0,29.83,10.0,10.0,10.0,14.0,19.5,25.0,0.0
99,88.5,78,75.0,69.5,64.0,85.0,60.0,35.0,29.89,10.0,10.0,10.0,10.0,14.5,19.0,0.0
96,81.0,66,74.0,68.0,62.0,94.0,66.5,39.0,30.0,10.0,5.5,1.0,15.0,19.5,24.0,0.51
66,63.0,60,63.0,60.0,57.0,100.0,92.0,84.0,30.19,10.0,5.5,1.0,14.0,19.0,24.0,0.68
77,70.5,64,67.0,64.5,62.0,100.0,86.5,73.0,30.16,10.0,6.5,3.0,7.0,8.5,10.0,0.0
88,78.5,69,70.0,68.5,67.0,97.0,76.0,55.0,30.09,10.0,8.0,6.0,8.0,10.5,13.0,0.0
94,84.0,74,74.0,71.5,69.0,94.0,70.0,46.0,30.01,10.0,8.0,6.0,18.0,23.0,28.0,0.02
91,83.0,75,75.0,73.0,71.0,94.0,75.0,56.0,29.93,10.0,6.0,2.0,14.0,17.0,20.0,0.35
90,81.0,72,75.0,72.5,70.0,100.0,78.0,56.0,29.88,10.0,5.0,0.0,25.0,29.0,33.0,3.66
86,80.0,74,75.0,73.0,71.0,100.0,84.5,69.0,29.89,10.0,6.0,2.0,10.0,12.0,14.0,0.13
90,82.0,74,75.0,72.5,70.0,100.0,77.5,55.0,29.94,10.0,5.5,1.0,9.0,12.0,15.0,0.21
90,81.0,72,73.0,68.5,64.0,94.0,70.5,47.0,30.01,10.0,10.0,10.0,10.0,12.5,15.0,0.0
91,80.5,70,70.0,68.0,66.0,90.0,68.5,47.0,30.07,10.0,10.0,10.0,9.0,12.5,16.0,0.0
85,76.0,67,66.0,60.5,55.0,74.0,57.0,40.0,30.09,10.0,10.0,10.0,8.0,10.0,12.0,0.0
84,72.0,60,60.0,55.5,51.0,90.0,63.5,37.0,30.1,10.0,10.0,10.0,9.0,12.5,16.0,0.0
83,72.5,62,66.0,61.5,57.0,90.0,74.0,58.0,30.1,10.0,9.0,8.0,13.0,16.5,20.0,0.0
85,75.5,66,67.0,65.0,63.0,87.0,70.5,54.0,30.06,10.0,10.0,10.0,10.0,12.5,15.0,0.0
80,74.0,68,69.0,66.5,64.0,93.0,77.5,62.0,30.0,10.0,9.0,8.0,9.0,11.5,14.0,0.0
88,77.0,66,67.0,64.5,62.0,100.0,71.5,43.0,29.98,10.0,6.5,3.0,12.0,13.5,15.0,0.0
89,78.0,67,68.0,64.5,61.0,93.0,68.0,43.0,29.92,10.0,10.0,10.0,8.0,10.0,12.0,0.0
90,77.5,65,70.0,66.5,63.0,93.0,70.0,47.0,29.83,10.0,10.0,10.0,9.0,11.5,14.0,0.0
92,84.0,76,73.0,68.0,63.0,88.0,67.5,47.0,29.79,10.0,10.0,10.0,10.0,14.0,18.0,0.0
92,84.0,76,75.0,67.0,59.0,91.0,71.5,52.0,29.82,10.0,7.0,4.0,14.0,20.5,27.0,0.03
85,75.0,65,59.0,52.0,45.0,63.0,44.0,25.0,30.06,10.0,10.0,10.0,14.0,18.0,22.0,0.0
80,69.5,59,53.0,47.0,41.0,72.0,50.5,29.0,30.12,10.0,10.0,10.0,9.0,11.5,14.0,0.0
87,74.5,62,67.0,61.5,56.0,93.0,68.5,44.0,29.9,10.0,10.0,10.0,14.0,18.5,23.0,0.0
89,80.5,72,71.0,68.5,66.0,93.0,73.0,53.0,29.86,10.0,10.0,10.0,13.0,16.5,20.0,0.0
94,83.0,72,73.0,68.5,64.0,93.0,67.0,41.0,29.92,10.0,7.5,5.0,13.0,17.0,21.0,0.0
90,82.0,74,72.0,68.5,65.0,93.0,69.5,46.0,29.98,10.0,10.0,10.0,15.0,19.0,23.0,0.0
92,83.5,75,73.0,69.5,66.0,94.0,69.0,44.0,29.93,10.0,9.5,9.0,14.0,18.0,22.0,0.0
92,83.5,75,73.0,69.0,65.0,87.0,65.5,44.0,29.89,10.0,10.0,10.0,14.0,19.0,24.0,0.0
78,68.5,59,72.0,63.5,55.0,97.0,85.0,73.0,30.04,10.0,5.0,0.0,14.0,17.0,20.0,1.42
77,69.0,61,72.0,63.5,55.0,93.0,85.5,78.0,29.88,10.0,8.5,7.0,13.0,18.5,24.0,0.01
76,68.5,61,72.0,59.0,46.0,87.0,62.5,38.0,29.8,10.0,6.0,2.0,20.0,28.0,36.0,0.09
80,65.5,51,48.0,42.5,37.0,77.0,49.0,21.0,30.09,10.0,10.0,10.0,14.0,17.0,20.0,0.0
88,72.0,56,51.0,45.5,40.0,72.0,46.0,20.0,30.06,10.0,10.0,10.0,9.0,12.5,16.0,0.0
86,71.5,57,54.0,49.0,44.0,72.0,49.5,27.0,29.94,10.0,10.0,10.0,13.0,18.0,23.0,0.0
87,74.0,61,64.0,59.0,54.0,97.0,68.5,40.0,29.9,10.0,10.0,10.0,13.0,15.0,17.0,0.0
86,76.0,66,69.0,64.5,60.0,90.0,67.0,44.0,30.0,10.0,7.5,5.0,9.0,10.5,12.0,0.0
82,73.5,65,66.0,63.5,61.0,93.0,73.5,54.0,30.06,10.0,8.0,6.0,8.0,11.5,15.0,0.0
82,72.5,63,64.0,61.0,58.0,100.0,72.5,45.0,30.02,10.0,7.0,4.0,8.0,10.5,13.0,0.0
83,70.5,58,61.0,53.5,46.0,93.0,60.5,28.0,30.03,10.0,8.0,6.0,10.0,13.0,16.0,0.0
83,72.0,61,62.0,59.0,56.0,84.0,66.5,49.0,30.06,10.0,10.0,10.0,9.0,11.5,14.0,0.0
83,74.5,66,62.0,59.5,57.0,81.0,63.5,46.0,30.09,10.0,10.0,10.0,8.0,9.5,11.0,0.0
85,72.5,60,61.0,58.5,56.0,84.0,64.0,44.0,30.12,10.0,10.0,10.0,7.0,8.0,9.0,0.0
88,75.0,62,61.0,59.0,57.0,84.0,61.5,39.0,30.11,10.0,10.0,10.0,8.0,10.0,12.0,0.0
86,73.5,61,61.0,56.5,52.0,90.0,62.0,34.0,29.98,10.0,9.0,8.0,12.0,15.5,19.0,0.0
86,74.0,62,65.0,61.5,58.0,93.0,66.5,40.0,29.89,10.0,10.0,10.0,14.0,18.5,23.0,0.0
84,74.5,65,68.0,65.5,63.0,93.0,74.0,55.0,29.99,10.0,10.0,10.0,8.0,10.0,12.0,0.0
81,73.0,65,63.0,61.5,60.0,81.0,67.5,54.0,30.1,10.0,10.0,10.0,10.0,12.0,14.0,0.0
82,72.5,63,61.0,57.5,54.0,93.0,72.0,51.0,30.1,10.0,9.5,9.0,8.0,9.0,10.0,0.0
76,66.0,56,61.0,50.0,39.0,93.0,60.0,27.0,30.22,10.0,6.0,2.0,16.0,20.5,25.0,0.3
68,57.5,47,43.0,40.0,37.0,71.0,54.0,37.0,30.34,10.0,10.0,10.0,9.0,11.5,14.0,0.0
75,61.5,48,52.0,45.5,39.0,80.0,60.5,41.0,30.26,10.0,10.0,10.0,15.0,20.0,25.0,0.0
76,67.5,59,63.0,57.5,52.0,84.0,72.0,60.0,30.12,10.0,10.0,10.0,14.0,18.5,23.0,0.0
75,66.5,58,69.0,63.0,57.0,100.0,86.5,73.0,30.09,10.0,6.0,2.0,17.0,22.5,28.0,0.56
59,57.0,55,58.0,56.0,54.0,100.0,96.5,93.0,30.16,10.0,6.0,2.0,13.0,16.5,20.0,1.51
63,59.0,55,56.0,51.0,46.0,93.0,74.5,56.0,30.28,10.0,7.5,5.0,10.0,13.5,17.0,0.04
71,59.5,48,49.0,41.5,34.0,80.0,53.0,26.0,30.19,10.0,10.0,10.0,7.0,9.0,11.0,0.0
75,61.5,48,52.0,46.5,41.0,93.0,67.0,41.0,30.1,10.0,10.0,10.0,15.0,20.0,25.0,0.0
74,60.5,47,45.0,42.5,40.0,86.0,58.5,31.0,30.07,10.0,10.0,10.0,8.0,10.5,13.0,0.0
76,62.5,49,61.0,52.0,43.0,93.0,69.5,46.0,29.83,10.0,10.0,10.0,17.0,24.0,31.0,0.0
65,53.5,42,62.0,45.5,29.0,93.0,66.5,40.0,30.03,10.0,9.5,9.0,17.0,24.5,32.0,0.0
51,43.5,36,29.0,22.5,16.0,64.0,50.0,36.0,30.34,10.0,10.0,10.0,16.0,21.5,27.0,0.0
41,36.0,31,17.0,13.0,9.0,58.0,42.5,27.0,30.52,10.0,10.0,10.0,17.0,22.5,28.0,0.0
45,37.5,30,23.0,17.5,12.0,58.0,44.0,30.0,30.4,10.0,10.0,10.0,8.0,9.5,11.0,0.0
48,44.0,40,47.0,35.0,23.0,100.0,71.5,43.0,30.14,10.0,5.5,1.0,10.0,12.5,15.0,0.02
50,42.0,34,49.0,38.5,28.0,100.0,91.0,82.0,30.0,10.0,5.0,0.0,17.0,22.5,28.0,0.01
53,41.5,30,27.0,20.5,14.0,82.0,52.0,22.0,30.4,10.0,10.0,10.0,16.0,21.0,26.0,0.0
56,43.0,30,27.0,23.0,19.0,78.0,51.0,24.0,30.48,10.0,6.5,3.0,10.0,12.5,15.0,0.0
69,51.0,33,45.0,34.0,23.0,86.0,64.0,42.0,30.27,10.0,10.0,10.0,13.0,17.5,22.0,0.0
70,57.0,44,63.0,53.0,43.0,100.0,85.0,70.0,30.08,10.0,5.0,0.0,12.0,14.0,16.0,0.01
74,68.0,62,69.0,65.5,62.0,100.0,89.5,79.0,30.05,10.0,5.0,0.0,13.0,16.5,20.0,0.33
67,62.5,58,64.0,60.0,56.0,100.0,96.5,93.0,29.86,10.0,5.0,0.0,20.0,24.0,28.0,3.33
81,67.0,53,57.0,48.0,39.0,100.0,61.5,23.0,29.64,10.0,10.0,10.0,16.0,21.5,27.0,0.0
66,53.0,40,39.0,29.0,19.0,76.0,47.0,18.0,30.06,10.0,10.0,10.0,15.0,21.5,28.0,0.0
67,52.5,38,38.0,31.5,25.0,85.0,52.5,20.0,30.26,10.0,10.0,10.0,9.0,12.5,16.0,0.0
77,59.5,42,37.0,32.0,27.0,62.0,40.0,18.0,30.22,10.0,10.0,10.0,10.0,13.5,17.0,0.0
64,53.0,42,37.0,32.0,27.0,76.0,51.5,27.0,30.45,10.0,10.0,10.0,10.0,13.0,16.0,0.0
72,57.0,42,54.0,44.5,35.0,82.0,61.5,41.0,30.24,10.0,10.0,10.0,14.0,19.0,24.0,0.0
73,64.5,56,61.0,56.5,52.0,93.0,75.0,57.0,30.02,10.0,10.0,10.0,16.0,23.5,31.0,0.0
79,71.5,64,63.0,61.0,59.0,87.0,70.5,54.0,30.03,10.0,10.0,10.0,15.0,21.5,28.0,0.0
66,53.5,41,63.0,42.5,22.0,93.0,69.0,45.0,30.31,10.0,9.0,8.0,17.0,23.5,30.0,0.0
50,44.5,39,43.0,33.5,24.0,80.0,62.5,45.0,30.33,10.0,10.0,10.0,10.0,13.0,16.0,0.0
59,53.5,48,55.0,49.0,43.0,100.0,87.5,75.0,30.18,10.0,6.0,2.0,7.0,8.5,10.0,0.0
66,62.0,58,65.0,60.0,55.0,100.0,93.5,87.0,30.11,10.0,5.5,1.0,12.0,14.0,16.0,0.06
75,69.0,63,66.0,62.5,59.0,100.0,82.0,64.0,30.08,10.0,6.0,2.0,12.0,16.0,20.0,0.01
69,62.0,55,58.0,53.0,48.0,90.0,71.5,53.0,30.32,10.0,9.5,9.0,13.0,16.5,20.0,0.0
56,54.0,52,50.0,48.0,46.0,89.0,83.0,77.0,30.33,10.0,9.5,9.0,9.0,11.5,14.0,0.0
67,58.0,49,49.0,47.0,45.0,86.0,69.0,52.0,30.32,10.0,9.0,8.0,9.0,11.5,14.0,0.0
69,56.0,43,49.0,45.5,42.0,100.0,69.5,39.0,30.31,10.0,6.0,2.0,8.0,9.5,11.0,0.0
66,56.5,47,57.0,51.0,45.0,93.0,74.5,56.0,30.2,10.0,8.0,6.0,8.0,9.5,11.0,0.02
67,62.0,57,59.0,57.0,55.0,97.0,85.0,73.0,30.18,10.0,6.0,2.0,9.0,12.5,16.0,0.04
71,65.0,59,58.0,57.0,56.0,90.0,78.0,66.0,30.23,10.0,9.5,9.0,12.0,14.5,17.0,0.0
74,64.5,55,59.0,56.5,54.0,100.0,78.5,57.0,30.15,10.0,7.5,5.0,14.0,17.5,21.0,0.0
74,67.5,61,64.0,61.5,59.0,100.0,82.0,64.0,29.94,10.0,7.5,5.0,14.0,20.0,26.0,0.07
74,63.0,52,64.0,48.0,32.0,93.0,58.0,23.0,29.99,10.0,8.5,7.0,12.0,15.5,19.0,0.0
63,54.5,46,36.0,34.0,32.0,60.0,47.0,34.0,30.28,10.0,10.0,10.0,14.0,17.0,20.0,0.0
53,50.5,48,51.0,43.0,35.0,96.0,75.0,54.0,30.14,10.0,6.0,2.0,15.0,18.5,22.0,0.1
60,54.5,49,56.0,52.0,48.0,100.0,92.0,84.0,30.1,10.0,5.5,1.0,12.0,14.5,17.0,0.0
57,52.5,48,50.0,47.0,44.0,100.0,88.5,77.0,30.12,10.0,5.5,1.0,13.0,16.0,19.0,0.59
54,51.5,49,47.0,45.5,44.0,86.0,79.0,72.0,30.21,10.0,7.5,5.0,8.0,10.5,13.0,0.0
56,53.0,50,52.0,49.0,46.0,93.0,82.5,72.0,30.02,10.0,7.5,5.0,10.0,15.0,20.0,0.0
77,66.5,56,56.0,49.5,43.0,93.0,63.0,33.0,29.7,10.0,9.0,8.0,12.0,15.0,18.0,0.0
59,51.0,43,44.0,39.0,34.0,77.0,66.0,55.0,29.81,10.0,10.0,10.0,18.0,24.5,31.0,0.0
57,46.0,35,35.0,32.5,30.0,85.0,61.5,38.0,30.11,10.0,10.0,10.0,16.0,20.5,25.0,0.0
65,49.0,33,47.0,37.5,28.0,96.0,61.0,26.0,30.05,10.0,10.0,10.0,16.0,23.0,30.0,0.0
74,63.5,53,63.0,55.5,48.0,100.0,83.0,66.0,29.93,10.0,6.5,3.0,12.0,16.5,21.0,0.01
66,53.5,41,63.0,47.5,32.0,93.0,79.0,65.0,30.09,10.0,7.5,5.0,16.0,20.0,24.0,0.03
47,39.5,32,34.0,30.0,26.0,92.0,70.5,49.0,30.25,10.0,8.5,7.0,14.0,17.5,21.0,0.13
67,48.5,30,42.0,35.5,29.0,92.0,67.5,43.0,30.14,10.0,10.0,10.0,10.0,12.5,15.0,0.0
46,42.5,39,43.0,37.5,32.0,100.0,86.5,73.0,30.36,10.0,5.0,0.0,13.0,17.0,21.0,0.0
42,39.0,36,31.0,29.0,27.0,76.0,70.0,64.0,30.48,10.0,9.5,9.0,14.0,17.5,21.0,0.0
40,37.0,34,39.0,34.0,29.0,100.0,82.0,64.0,30.25,10.0,5.5,1.0,9.0,11.0,13.0,0.63
43,40.5,38,41.0,39.0,37.0,100.0,94.5,89.0,30.08,10.0,6.0,2.0,12.0,15.0,18.0,0.2
62,50.5,39,43.0,40.5,38.0,100.0,74.0,48.0,29.99,10.0,6.0,2.0,14.0,19.0,24.0,0.76
51,43.0,35,41.0,31.5,22.0,100.0,69.0,38.0,30.48,10.0,10.0,10.0,16.0,21.0,26.0,0.0
52,40.5,29,28.0,24.0,20.0,75.0,53.5,32.0,30.6,10.0,10.0,10.0,8.0,10.0,12.0,0.0
71,53.5,36,37.0,32.5,28.0,76.0,49.5,23.0,30.38,10.0,10.0,10.0,9.0,11.0,13.0,0.0
51,40.5,30,38.0,23.0,8.0,76.0,54.0,32.0,30.58,10.0,10.0,10.0,21.0,26.5,32.0,0.0
36,29.5,23,23.0,14.0,5.0,56.0,47.5,39.0,30.54,10.0,10.0,10.0,15.0,19.0,23.0,0.0
38,36.0,34,32.0,26.5,21.0,70.0,62.0,54.0,30.48,10.0,7.0,4.0,13.0,17.0,21.0,0.02
36,34.0,32,34.0,26.5,19.0,100.0,76.0,52.0,30.42,10.0,6.0,2.0,8.0,10.5,13.0,0.3
49,41.5,34,45.0,39.0,33.0,100.0,90.0,80.0,30.21,10.0,6.0,2.0,8.0,10.5,13.0,0.17
46,43.0,40,45.0,40.5,36.0,100.0,88.0,76.0,30.28,10.0,5.0,0.0,14.0,17.0,20.0,0.0
42,38.5,35,37.0,34.0,31.0,92.0,82.5,73.0,30.43,10.0,7.0,4.0,12.0,16.5,21.0,0.0
40,39.0,38,38.0,36.0,34.0,92.0,85.5,79.0,30.33,8.0,5.0,2.0,9.0,12.0,15.0,0.0
59,48.5,38,38.0,36.0,34.0,92.0,67.5,43.0,30.33,10.0,8.0,6.0,12.0,15.5,19.0,0.0
64,51.0,38,41.0,38.0,35.0,92.0,64.0,36.0,30.29,10.0,10.0,10.0,8.0,10.0,12.0,0.0
69,54.0,39,46.0,39.5,33.0,92.0,63.0,34.0,30.13,10.0,8.0,6.0,12.0,16.0,20.0,0.0
72,59.0,46,34.0,30.0,26.0,53.0,36.5,20.0,30.28,10.0,10.0,10.0,10.0,12.5,15.0,0.0
75,56.0,37,47.0,38.0,29.0,85.0,59.0,33.0,30.04,10.0,10.0,10.0,10.0,14.5,19.0,0.0
80,60.5,41,51.0,45.0,39.0,89.0,58.5,28.0,29.94,10.0,8.5,7.0,12.0,15.5,19.0,0.0
56,53.0,50,53.0,47.5,42.0,96.0,83.5,71.0,30.07,10.0,5.5,1.0,10.0,13.5,17.0,0.16
52,46.5,41,51.0,44.5,38.0,100.0,91.0,82.0,30.07,10.0,5.5,1.0,20.0,26.0,32.0,2.07
51,44.5,38,42.0,38.5,35.0,93.0,77.0,61.0,30.26,10.0,6.5,3.0,15.0,19.0,23.0,0.4
63,49.5,36,41.0,36.0,31.0,92.0,62.0,32.0,30.2,10.0,10.0,10.0,13.0,17.0,21.0,0.0
73,56.5,40,40.0,34.5,29.0,85.0,52.5,20.0,30.11,10.0,10.0,10.0,13.0,16.5,20.0,0.0
74,60.0,46,43.0,37.5,32.0,61.0,43.0,25.0,30.21,10.0,10.0,10.0,10.0,13.5,17.0,0.0
83,67.0,51,45.0,40.5,36.0,71.0,47.0,23.0,30.15,10.0,10.0,10.0,14.0,19.0,24.0,0.0
81,61.5,42,49.0,43.0,37.0,96.0,59.5,23.0,30.12,10.0,10.0,10.0,14.0,18.0,22.0,0.0
79,65.5,52,55.0,44.5,34.0,100.0,67.5,35.0,30.22,10.0,8.0,6.0,16.0,20.5,25.0,0.0
58,53.0,48,39.0,36.0,33.0,63.0,51.5,40.0,30.37,10.0,10.0,10.0,14.0,18.5,23.0,0.0
62,55.5,49,61.0,49.0,37.0,100.0,79.5,59.0,30.04,10.0,5.5,1.0,15.0,18.0,21.0,0.31
73,58.5,44,61.0,45.5,30.0,100.0,76.5,53.0,29.98,10.0,7.0,4.0,17.0,22.5,28.0,0.02
49,41.0,33,30.0,24.5,19.0,62.0,48.0,34.0,30.35,10.0,10.0,10.0,15.0,18.5,22.0,0.0
43,41.5,40,42.0,35.0,28.0,96.0,75.5,55.0,30.27,10.0,6.0,2.0,8.0,9.5,11.0,0.26
55,48.5,42,50.0,45.5,41.0,100.0,91.5,83.0,30.13,10.0,5.5,1.0,8.0,10.5,13.0,0.06
52,45.0,38,48.0,39.5,31.0,92.0,77.0,62.0,30.38,10.0,7.5,5.0,16.0,21.0,26.0,0.0
60,48.5,37,42.0,37.5,33.0,86.0,68.5,51.0,30.37,10.0,8.5,7.0,10.0,13.0,16.0,0.0
69,54.5,40,53.0,46.0,39.0,93.0,71.0,49.0,30.08,10.0,7.0,4.0,13.0,17.0,21.0,0.0
78,68.0,58,57.0,53.5,50.0,93.0,71.5,50.0,29.9,10.0,9.0,8.0,14.0,20.0,26.0,0.0
83,67.5,52,50.0,44.0,38.0,77.0,48.5,20.0,30.07,10.0,10.0,10.0,9.0,11.0,13.0,0.0
81,63.5,46,49.0,44.5,40.0,86.0,57.0,28.0,29.99,10.0,10.0,10.0,10.0,14.0,18.0,0.0
78,64.5,51,53.0,46.5,40.0,100.0,63.5,27.0,30.03,10.0,5.5,1.0,16.0,21.0,26.0,0.0
62,53.0,44,40.0,35.5,31.0,65.0,50.5,36.0,30.35,10.0,10.0,10.0,16.0,21.5,27.0,0.0
70,54.5,39,44.0,38.0,32.0,79.0,58.0,37.0,30.31,10.0,10.0,10.0,10.0,12.5,15.0,0.0
78,63.0,48,53.0,48.0,43.0,86.0,59.5,33.0,30.22,10.0,10.0,10.0,9.0,11.5,14.0,0.0
68,62.5,57,62.0,57.0,52.0,87.0,80.0,73.0,30.02,10.0,8.5,7.0,10.0,14.5,19.0,0.0
66,51.0,36,61.0,44.5,28.0,93.0,78.5,64.0,30.03,10.0,6.0,2.0,17.0,22.5,28.0,0.01
55,44.5,34,33.0,28.0,23.0,82.0,58.5,35.0,30.25,10.0,10.0,10.0,13.0,17.5,22.0,0.0
66,49.0,32,34.0,29.5,25.0,89.0,55.5,22.0,30.31,10.0,10.0,10.0,13.0,15.5,18.0,0.0
70,54.0,38,49.0,40.0,31.0,85.0,61.0,37.0,30.25,10.0,10.0,10.0,14.0,21.0,28.0,0.0
75,64.5,54,60.0,54.5,49.0,86.0,71.5,57.0,29.92,10.0,9.5,9.0,16.0,23.5,31.0,0.0
78,66.5,55,61.0,53.0,45.0,87.0,68.5,50.0,29.88,10.0,9.5,9.0,14.0,19.5,25.0,0.0
56,46.5,37,52.0,42.5,33.0,93.0,79.5,66.0,30.14,10.0,6.0,2.0,20.0,25.0,30.0,0.02
